Customer_ID,Age,Gender,Item_Purchased,Category,Purchase_Amount,Location,Size,Color,Season,Review_Rating,Subscription_Status,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Payment_Method,Frequency_of_Purchases,Frequency_Score,Promo_Dependent,Satisfaction_Flag,Tenure_Band,Spend_Tier,Customer_Value_Score,Value_Tier,Promo_Value_Segment,Age_Group,Premium_Shipping_Flag,High_Value_Flag,Retention_Risk_Score,Loyalty_Score_A,Loyalty_Label_A,Loyalty_Score_B,Loyalty_Label_B,Customer_Segment
2020,31,Male,Shirt,Clothing,68,Idaho,S,Red,Winter,4.7,0,Store Pickup,0,0,23,Cash,Fortnightly,26,0,High,Growing,Medium,0.4957,Gold,High_Value_Organic,25-34,0,1,0,0.5757,Loyal,0.608,Loyal,Champion
2021,41,Male,Sweater,Clothing,23,Pennsylvania,M,Beige,Winter,4.8,0,Next Day Air,0,0,26,Cash,Quarterly,4,0,High,Established,Low,0.2351,Bronze,Low_Value_Organic,35-44,1,0,0,0.4276,Developing,0.4814,Developing,Low Engagement
2022,62,Male,Handbag,Accessories,33,Maine,M,Green,Winter,4.4,0,Standard,0,0,48,Venmo,Quarterly,4,0,High,Veteran,Low,0.4397,Silver,Low_Value_Organic,55-64,0,0,0,0.6072,Loyal,0.4566,Developing,Loyal Customer
2023,59,Male,Jewelry,Accessories,38,Alabama,S,Black,Winter,4.0,0,Store Pickup,0,0,16,Cash,Fortnightly,26,0,High,Growing,Low,0.3635,Silver,Low_Value_Organic,55-64,0,0,0,0.5185,Developing,0.4162,Developing,Growth Potential
2024,46,Male,Socks,Clothing,68,Idaho,S,Teal,Winter,4.1,0,Store Pickup,0,0,28,Cash,Fortnightly,26,0,High,Established,Medium,0.5365,Gold,High_Value_Organic,45-54,0,1,0,0.6165,Loyal,0.524,Loyal,Champion
2025,62,Male,Socks,Clothing,23,Arkansas,L,Silver,Fall,3.7,0,Express,0,0,39,PayPal,Weekly,52,0,Medium,Established,Low,0.7177,Platinum,High_Value_Organic,55-64,1,1,1,0.9102,Loyal,0.3274,Transactional,Champion
2026,42,Male,Shirt,Clothing,29,Delaware,M,Turquoise,Summer,3.0,0,Express,0,0,43,Debit Card,Fortnightly,26,0,Medium,Veteran,Low,0.5614,Gold,High_Value_Organic,35-44,1,1,1,0.7389,Loyal,0.2481,Transactional,Champion
2027,37,Male,Scarf,Accessories,35,Maine,M,Orange,Winter,3.6,0,Express,0,0,45,Bank Transfer,Quarterly,4,0,Medium,Veteran,Low,0.4202,Silver,Low_Value_Organic,35-44,1,0,1,0.5827,Loyal,0.3509,Transactional,Loyal Customer
2028,50,Male,Shoes,Footwear,73,Nebraska,S,Gold,Fall,4.8,0,Standard,0,0,50,Credit Card,Quarterly,4,0,High,Veteran,High,0.556,Gold,High_Value_Organic,45-54,0,1,0,0.6235,Loyal,0.6376,Loyal,Champion
2029,29,Male,Shoes,Footwear,84,Ohio,XL,Purple,Fall,3.7,0,2-Day Shipping,0,0,10,Venmo,Fortnightly,26,0,Medium,Growing,High,0.4295,Silver,Low_Value_Organic,25-34,1,0,1,0.4695,Developing,0.518,Loyal,Growth Potential
2030,25,Male,Scarf,Accessories,23,Montana,M,Pink,Spring,4.6,0,Next Day Air,0,0,40,PayPal,Quarterly,4,0,High,Veteran,Low,0.3494,Silver,Low_Value_Organic,25-34,1,0,0,0.5419,Loyal,0.4534,Developing,Loyal Customer
2031,66,Male,Sunglasses,Accessories,67,New Mexico,S,Green,Summer,2.8,0,Standard,0,0,38,Credit Card,Monthly,12,0,Low,Established,Medium,0.5058,Gold,High_Value_Organic,65+,0,1,2,0.5883,Loyal,0.3389,Transactional,Champion
2032,21,Male,Socks,Clothing,51,North Carolina,L,Charcoal,Spring,4.0,0,Standard,0,0,2,Credit Card,Monthly,12,0,High,New,Medium,0.1719,Bronze,Low_Value_Organic,18-24,0,0,0,0.2944,Transactional,0.4569,Developing,Growth Potential
2033,46,Male,Blouse,Clothing,36,South Carolina,M,Maroon,Winter,4.2,0,Next Day Air,0,0,13,Cash,Annually,1,0,High,Growing,Low,0.138,Bronze,Low_Value_Organic,45-54,1,0,0,0.298,Transactional,0.438,Developing,Low Engagement
2034,57,Male,Jeans,Clothing,55,Illinois,L,Olive,Summer,3.6,0,Express,0,0,33,Venmo,Annually,1,0,Medium,Established,Medium,0.3487,Silver,Low_Value_Organic,55-64,1,0,1,0.4612,Developing,0.4134,Developing,Low Engagement
2035,61,Male,Shorts,Clothing,30,Alabama,M,Peach,Spring,2.9,0,Store Pickup,0,0,27,PayPal,Monthly,12,0,Low,Established,Low,0.3235,Silver,Low_Value_Organic,55-64,0,0,2,0.4985,Developing,0.2372,Transactional,Low Engagement
2036,53,Male,T-shirt,Clothing,70,Oklahoma,S,Yellow,Summer,4.1,0,Express,0,0,43,Bank Transfer,Weekly,52,0,High,Veteran,Medium,0.8679,Platinum,High_Value_Organic,45-54,1,1,0,0.9429,Loyal,0.5302,Loyal,Champion
2037,37,Male,Blouse,Clothing,63,Minnesota,S,Lavender,Winter,3.1,0,Next Day Air,0,0,46,Cash,Weekly,52,0,Medium,Veteran,Medium,0.8748,Platinum,High_Value_Organic,35-44,1,1,1,0.9673,Loyal,0.3684,Transactional,Champion
2038,39,Male,Belt,Accessories,87,Illinois,S,Green,Summer,4.3,0,Express,0,0,7,Venmo,Fortnightly,26,0,High,New,High,0.4126,Silver,Low_Value_Organic,35-44,1,0,0,0.4451,Developing,0.6114,Loyal,Growth Potential
2039,53,Male,Blouse,Clothing,70,Arkansas,L,Orange,Spring,4.4,0,Next Day Air,0,0,35,Credit Card,Fortnightly,26,0,High,Established,Medium,0.5986,Gold,High_Value_Organic,45-54,1,1,0,0.6736,Loyal,0.5722,Loyal,Champion
2040,35,Male,T-shirt,Clothing,51,Minnesota,M,Olive,Spring,3.1,0,Next Day Air,0,0,31,Debit Card,Fortnightly,26,0,Medium,Established,Medium,0.5185,Gold,High_Value_Organic,35-44,1,1,1,0.641,Loyal,0.3309,Transactional,Champion
2041,69,Male,Jewelry,Accessories,25,South Carolina,XL,Gray,Spring,2.9,0,Free Shipping,0,0,42,Venmo,Quarterly,4,0,Low,Veteran,Low,0.3707,Silver,Low_Value_Organic,65+,0,0,2,0.5582,Loyal,0.2216,Transactional,Loyal Customer
2042,66,Male,Jacket,Outerwear,32,New York,S,Lavender,Winter,3.2,0,Next Day Air,0,0,14,PayPal,Fortnightly,26,0,Medium,Growing,Low,0.3322,Silver,Low_Value_Organic,65+,1,0,1,0.5022,Developing,0.2855,Transactional,Growth Potential
2043,19,Male,Shoes,Footwear,52,Alabama,M,Red,Spring,4.0,0,2-Day Shipping,0,0,35,Venmo,Monthly,12,0,High,Established,Medium,0.4438,Silver,Low_Value_Organic,18-24,1,0,0,0.5638,Loyal,0.46,Developing,Loyal Customer
2044,47,Male,Gloves,Accessories,33,New York,M,Charcoal,Summer,2.7,0,Standard,0,0,49,PayPal,Weekly,52,0,Low,Veteran,Low,0.8243,Platinum,High_Value_Organic,45-54,0,1,2,0.9918,Loyal,0.2186,Transactional,Champion
2045,49,Male,Jeans,Clothing,68,Missouri,L,Orange,Spring,3.0,0,Free Shipping,0,0,17,PayPal,Fortnightly,26,0,Medium,Growing,Medium,0.4467,Silver,Low_Value_Organic,45-54,0,0,1,0.5267,Loyal,0.37,Transactional,Growth Potential
2046,31,Male,Jewelry,Accessories,20,Georgia,M,Red,Fall,4.4,0,Express,0,0,26,PayPal,Quarterly,4,0,High,Established,Low,0.2276,Bronze,Low_Value_Organic,25-34,1,0,0,0.4276,Developing,0.416,Developing,Low Engagement
2047,39,Male,Pants,Clothing,32,Oklahoma,M,Maroon,Winter,2.8,0,Free Shipping,0,0,30,Cash,Quarterly,4,0,Low,Established,Low,0.2903,Silver,Low_Value_Organic,35-44,0,0,2,0.4603,Developing,0.2295,Transactional,Low Engagement
2048,58,Male,Jewelry,Accessories,82,Connecticut,M,Silver,Summer,3.1,0,Store Pickup,0,0,32,Cash,Annually,1,0,Medium,Established,High,0.4081,Silver,Low_Value_Organic,55-64,0,0,1,0.4531,Developing,0.4278,Developing,Low Engagement
2049,45,Male,Sneakers,Footwear,64,Michigan,XL,Pink,Winter,3.9,0,Express,0,0,35,Bank Transfer,Quarterly,4,0,Medium,Established,Medium,0.4111,Silver,Low_Value_Organic,45-54,1,0,1,0.5011,Developing,0.4835,Developing,Low Engagement
2050,68,Male,Boots,Footwear,24,Rhode Island,L,Blue,Fall,2.7,0,Standard,0,0,15,Venmo,Annually,1,0,Low,Growing,Low,0.1243,Bronze,Low_Value_Organic,65+,0,0,2,0.3143,Transactional,0.1905,Transactional,Low Engagement
2051,35,Male,Hat,Accessories,96,Mississippi,M,Teal,Summer,3.4,0,Store Pickup,0,0,10,Debit Card,Annually,1,0,Medium,Growing,High,0.2635,Silver,Low_Value_Organic,35-44,0,0,1,0.2735,Transactional,0.5135,Developing,Low Engagement
2052,65,Male,T-shirt,Clothing,94,Massachusetts,L,Black,Spring,3.8,0,Free Shipping,0,0,14,Credit Card,Monthly,12,0,Medium,Growing,High,0.3774,Silver,Low_Value_Organic,65+,0,0,1,0.3924,Developing,0.5632,Loyal,Growth Potential
2053,45,Male,Backpack,Accessories,48,New Hampshire,M,Gray,Winter,3.7,0,2-Day Shipping,0,0,30,Bank Transfer,Annually,1,0,Medium,Established,Medium,0.3067,Silver,Low_Value_Organic,45-54,1,0,1,0.4367,Developing,0.4055,Developing,Low Engagement
2054,19,Male,Sunglasses,Accessories,60,Wyoming,S,Purple,Spring,4.5,0,2-Day Shipping,0,0,16,Credit Card,Fortnightly,26,0,High,Growing,Medium,0.4185,Silver,Low_Value_Organic,18-24,1,0,0,0.5185,Developing,0.555,Loyal,Growth Potential
2055,65,Male,Sweater,Clothing,56,New Jersey,XL,Gold,Spring,2.9,0,Express,0,0,14,PayPal,Annually,1,0,Low,Growing,Medium,0.1961,Bronze,Low_Value_Organic,65+,1,0,2,0.3061,Transactional,0.3185,Transactional,Low Engagement
2056,28,Male,Handbag,Accessories,33,Texas,M,Silver,Fall,3.4,0,2-Day Shipping,0,0,28,Bank Transfer,Weekly,52,0,Medium,Established,Low,0.6529,Platinum,High_Value_Organic,25-34,1,1,1,0.8204,Loyal,0.3166,Transactional,Champion
2057,55,Male,Backpack,Accessories,46,Minnesota,L,Blue,Spring,4.4,0,2-Day Shipping,0,0,29,PayPal,Monthly,12,0,High,Established,Medium,0.3798,Silver,Low_Value_Organic,55-64,1,0,0,0.5148,Developing,0.4973,Developing,Low Engagement
2058,66,Male,Socks,Clothing,37,South Dakota,L,Yellow,Spring,4.2,0,Standard,0,0,5,PayPal,Quarterly,4,0,High,New,Low,0.0987,Bronze,Low_Value_Organic,65+,0,0,0,0.2562,Transactional,0.4411,Developing,Growth Potential
2059,29,Male,Shirt,Clothing,98,Washington,M,Brown,Winter,3.3,0,Store Pickup,0,0,17,Bank Transfer,Quarterly,4,0,Medium,Growing,High,0.3491,Silver,Low_Value_Organic,25-34,0,0,1,0.3541,Developing,0.5058,Developing,Growth Potential
2060,56,Male,Shorts,Clothing,50,California,XL,Beige,Spring,3.7,0,Express,0,0,50,PayPal,Weekly,52,0,Medium,Veteran,Medium,0.875,Platinum,High_Value_Organic,55-64,1,1,1,1.0,Loyal,0.4118,Developing,Champion
2061,21,Male,Belt,Accessories,63,Wisconsin,M,Blue,Fall,3.2,0,Next Day Air,0,0,23,Bank Transfer,Quarterly,4,0,Medium,Growing,Medium,0.3106,Silver,Low_Value_Organic,18-24,1,0,1,0.4031,Developing,0.3824,Transactional,Growth Potential
2062,32,Male,Sweater,Clothing,70,Michigan,S,Magenta,Summer,2.6,0,Store Pickup,0,0,22,Debit Card,Annually,1,0,Low,Growing,Medium,0.2964,Silver,Low_Value_Organic,25-34,0,0,2,0.3714,Developing,0.3203,Transactional,Low Engagement
2063,54,Male,Coat,Outerwear,63,South Carolina,L,Silver,Fall,2.8,0,Standard,0,0,15,Cash,Quarterly,4,0,Low,Growing,Medium,0.2453,Bronze,Low_Value_Organic,45-54,0,0,2,0.3378,Transactional,0.3264,Transactional,Growth Potential
2064,61,Male,Shorts,Clothing,86,Indiana,M,Cyan,Fall,2.9,0,Standard,0,0,32,Cash,Monthly,12,0,Low,Established,High,0.5043,Gold,High_Value_Organic,55-64,0,1,2,0.5393,Loyal,0.4122,Developing,Champion
2065,31,Male,Shoes,Footwear,99,Arkansas,M,Green,Summer,4.0,0,2-Day Shipping,0,0,5,Bank Transfer,Monthly,12,0,High,New,High,0.3164,Silver,Low_Value_Organic,25-34,1,0,0,0.3189,Transactional,0.6069,Loyal,Growth Potential
2066,27,Male,Sneakers,Footwear,40,Oregon,M,Blue,Spring,2.9,0,Free Shipping,0,0,6,Bank Transfer,Fortnightly,26,0,Low,New,Low,0.2869,Silver,Low_Value_Organic,25-34,0,0,2,0.4369,Developing,0.2685,Transactional,Growth Potential
2067,64,Male,Sneakers,Footwear,92,Illinois,M,Olive,Fall,4.7,0,Store Pickup,0,0,44,Debit Card,Fortnightly,26,0,High,Veteran,High,0.7271,Platinum,High_Value_Organic,55-64,0,1,0,0.7471,Loyal,0.683,Loyal,Champion
2068,60,Male,Pants,Clothing,21,Maryland,XL,Beige,Fall,3.1,0,2-Day Shipping,0,0,23,Cash,Fortnightly,26,0,Medium,Growing,Low,0.3782,Silver,Low_Value_Organic,55-64,1,0,1,0.5757,Loyal,0.2371,Transactional,Growth Potential
2069,70,Male,Jewelry,Accessories,81,Vermont,XL,Black,Summer,3.9,0,Store Pickup,0,0,44,Venmo,Monthly,12,0,Medium,Veteran,High,0.5898,Gold,High_Value_Organic,65+,0,1,1,0.6373,Loyal,0.5366,Loyal,Champion
2070,36,Male,T-shirt,Clothing,82,Texas,M,Indigo,Fall,3.4,0,Free Shipping,0,0,3,Debit Card,Quarterly,4,0,Medium,New,High,0.1949,Bronze,Low_Value_Organic,35-44,0,0,1,0.2399,Transactional,0.4698,Developing,Growth Potential
2071,56,Male,Jewelry,Accessories,88,Nebraska,XL,Red,Spring,3.1,0,Express,0,0,14,Cash,Monthly,12,0,Medium,Growing,High,0.3624,Silver,Low_Value_Organic,55-64,1,0,1,0.3924,Developing,0.4465,Developing,Growth Potential
2072,69,Male,Jacket,Outerwear,100,South Carolina,S,Yellow,Fall,4.8,0,Store Pickup,0,0,37,PayPal,Quarterly,4,0,High,Established,High,0.5174,Gold,High_Value_Organic,65+,0,1,0,0.5174,Developing,0.722,Loyal,Low Engagement
2073,39,Male,Backpack,Accessories,66,Massachusetts,M,Beige,Winter,3.9,0,Next Day Air,0,0,22,Bank Transfer,Weekly,52,0,Medium,Growing,Medium,0.6864,Platinum,High_Value_Organic,35-44,1,1,1,0.7714,Loyal,0.4898,Developing,Champion
2074,38,Male,Belt,Accessories,25,Texas,S,Green,Winter,3.5,0,Next Day Air,0,0,2,PayPal,Quarterly,4,0,Medium,New,Low,0.0442,Bronze,Low_Value_Organic,35-44,1,0,1,0.2317,Transactional,0.3056,Transactional,Growth Potential
2075,36,Male,Scarf,Accessories,53,Florida,M,White,Summer,3.1,0,Free Shipping,0,0,44,Debit Card,Fortnightly,26,0,Medium,Veteran,Medium,0.6296,Gold,High_Value_Organic,35-44,0,1,1,0.7471,Loyal,0.3371,Transactional,Champion
2076,46,Male,Sweater,Clothing,28,South Carolina,S,Turquoise,Fall,4.7,0,Express,0,0,49,Debit Card,Monthly,12,0,High,Veteran,Low,0.4981,Gold,High_Value_Organic,45-54,1,1,0,0.6781,Loyal,0.483,Developing,Champion
2077,59,Male,Gloves,Accessories,23,Florida,S,Indigo,Fall,4.6,0,Free Shipping,0,0,22,Debit Card,Fortnightly,26,0,High,Growing,Low,0.375,Silver,Low_Value_Organic,55-64,0,0,0,0.5675,Loyal,0.4534,Developing,Growth Potential
2078,64,Male,Scarf,Accessories,34,Nebraska,L,Orange,Fall,3.3,0,Free Shipping,0,0,26,Bank Transfer,Annually,1,0,Medium,Established,Low,0.2391,Bronze,Low_Value_Organic,55-64,0,0,1,0.4041,Developing,0.3058,Transactional,Low Engagement
2079,49,Male,Dress,Clothing,42,Hawaii,M,Blue,Spring,3.2,0,Next Day Air,0,0,40,Debit Card,Weekly,52,0,Medium,Veteran,Low,0.7734,Platinum,High_Value_Organic,45-54,1,1,1,0.9184,Loyal,0.3168,Transactional,Champion
2080,32,Male,Jeans,Clothing,24,Montana,L,Violet,Summer,3.1,0,Next Day Air,0,0,16,PayPal,Quarterly,4,0,Medium,Growing,Low,0.156,Bronze,Low_Value_Organic,25-34,1,0,1,0.346,Developing,0.2465,Transactional,Growth Potential
2081,29,Male,Sunglasses,Accessories,47,South Dakota,S,Gray,Fall,3.5,0,Free Shipping,0,0,17,Debit Card,Fortnightly,26,0,Medium,Growing,Medium,0.3942,Silver,Low_Value_Organic,25-34,0,0,1,0.5267,Loyal,0.3744,Transactional,Growth Potential
2082,24,Male,Coat,Outerwear,78,Alabama,S,Cyan,Spring,4.3,0,Standard,0,0,48,Bank Transfer,Fortnightly,26,0,High,Veteran,High,0.7248,Platinum,High_Value_Organic,18-24,0,1,0,0.7798,Loyal,0.5833,Loyal,Champion
2083,41,Male,Jeans,Clothing,89,Arkansas,M,Yellow,Summer,2.9,0,Free Shipping,0,0,28,Venmo,Quarterly,4,0,Low,Established,High,0.4164,Silver,Low_Value_Organic,35-44,0,0,2,0.4439,Developing,0.4216,Developing,Low Engagement
2084,41,Male,Scarf,Accessories,59,Mississippi,L,Orange,Fall,2.7,0,Store Pickup,0,0,26,Credit Card,Fortnightly,26,0,Low,Established,Medium,0.4977,Gold,High_Value_Organic,35-44,0,1,2,0.6002,Loyal,0.2999,Transactional,Champion
2085,32,Male,Blouse,Clothing,94,Vermont,S,Brown,Summer,4.0,0,Standard,0,0,43,Bank Transfer,Quarterly,4,0,High,Veteran,High,0.5514,Gold,High_Value_Organic,25-34,0,1,0,0.5664,Loyal,0.5913,Loyal,Champion
2086,69,Male,Jeans,Clothing,49,New York,M,Teal,Fall,4.6,0,Free Shipping,0,0,38,Debit Card,Weekly,52,0,High,Established,Medium,0.7745,Platinum,High_Value_Organic,65+,0,1,0,0.902,Loyal,0.5346,Loyal,Champion
2087,65,Male,Dress,Clothing,89,North Dakota,L,Beige,Summer,4.7,0,2-Day Shipping,0,0,36,Cash,Quarterly,4,0,High,Established,High,0.4817,Gold,High_Value_Organic,65+,1,1,0,0.5092,Developing,0.6736,Loyal,Low Engagement
2088,54,Male,Hat,Accessories,91,Wisconsin,M,Blue,Summer,4.7,0,Standard,0,0,1,Credit Card,Weekly,52,0,High,New,High,0.5775,Gold,High_Value_Organic,45-54,0,1,0,0.6,Loyal,0.6799,Loyal,Champion
2089,39,Male,Sandals,Footwear,89,California,L,Orange,Spring,4.0,0,Standard,0,0,49,Debit Card,Annually,1,0,High,Veteran,High,0.5643,Gold,High_Value_Organic,35-44,0,1,0,0.5918,Loyal,0.5756,Loyal,Champion
2090,37,Male,Jacket,Outerwear,57,Maryland,L,Gold,Spring,3.6,0,Free Shipping,0,0,41,Credit Card,Quarterly,4,0,Medium,Veteran,Medium,0.4426,Silver,Low_Value_Organic,35-44,0,0,1,0.5501,Loyal,0.4196,Developing,Loyal Customer
2091,51,Male,Socks,Clothing,71,Massachusetts,S,Teal,Winter,3.4,0,Free Shipping,0,0,21,Debit Card,Monthly,12,0,Medium,Growing,Medium,0.377,Silver,Low_Value_Organic,45-54,0,0,1,0.4495,Developing,0.4354,Developing,Growth Potential
2092,26,Male,Jeans,Clothing,97,Washington,XL,Beige,Fall,3.0,0,Next Day Air,0,0,24,Bank Transfer,Quarterly,4,0,Medium,Growing,High,0.4038,Silver,Low_Value_Organic,25-34,1,0,1,0.4113,Developing,0.4606,Developing,Growth Potential
2093,42,Male,Sandals,Footwear,45,Minnesota,M,Silver,Fall,2.6,0,Next Day Air,0,0,27,Bank Transfer,Weekly,52,0,Low,Established,Medium,0.6747,Platinum,High_Value_Organic,35-44,1,1,2,0.8122,Loyal,0.2421,Transactional,Champion
2094,21,Male,Dress,Clothing,91,Washington,M,Maroon,Spring,4.2,0,Store Pickup,0,0,4,Debit Card,Annually,1,0,High,New,High,0.202,Bronze,Low_Value_Organic,18-24,0,0,0,0.2245,Transactional,0.6099,Loyal,Low Engagement
2095,53,Male,Socks,Clothing,25,South Carolina,M,Indigo,Spring,3.4,0,Standard,0,0,19,Venmo,Annually,1,0,Medium,Growing,Low,0.1594,Bronze,Low_Value_Organic,45-54,0,0,1,0.3469,Developing,0.2916,Transactional,Low Engagement
2096,36,Male,Hoodie,Clothing,63,New Mexico,M,Gray,Fall,4.0,0,Store Pickup,0,0,1,Bank Transfer,Fortnightly,26,0,High,New,Medium,0.3036,Silver,Low_Value_Organic,35-44,0,0,0,0.3961,Developing,0.4944,Developing,Growth Potential
2097,21,Male,Dress,Clothing,52,North Carolina,L,Blue,Summer,4.7,0,Free Shipping,0,0,27,Debit Card,Annually,1,0,High,Established,Medium,0.2922,Silver,Low_Value_Organic,18-24,0,0,0,0.4122,Developing,0.558,Loyal,Low Engagement
2098,33,Male,Sneakers,Footwear,43,Iowa,S,Cyan,Winter,3.9,0,Next Day Air,0,0,5,Credit Card,Weekly,52,0,Medium,New,Low,0.4902,Gold,High_Value_Organic,25-34,1,1,1,0.6327,Loyal,0.4179,Developing,Champion
2099,49,Male,T-shirt,Clothing,28,Louisiana,M,White,Summer,3.3,0,2-Day Shipping,0,0,20,Venmo,Quarterly,4,0,Medium,Growing,Low,0.1986,Bronze,Low_Value_Organic,45-54,1,0,1,0.3786,Developing,0.287,Transactional,Growth Potential
2100,31,Male,T-shirt,Clothing,78,Oklahoma,L,Green,Summer,2.9,0,Express,0,0,50,PayPal,Annually,1,0,Low,Veteran,High,0.545,Gold,High_Value_Organic,25-34,1,1,2,0.6,Loyal,0.3872,Developing,Champion
2101,68,Male,Sweater,Clothing,31,Michigan,M,Silver,Spring,4.4,0,Free Shipping,0,0,36,Cash,Fortnightly,26,0,High,Established,Low,0.5093,Gold,High_Value_Organic,65+,0,1,0,0.6818,Loyal,0.4504,Developing,Champion
2102,49,Male,Shirt,Clothing,23,Oregon,M,Blue,Winter,3.6,0,Next Day Air,0,0,12,Bank Transfer,Fortnightly,26,0,Medium,Growing,Low,0.2934,Silver,Low_Value_Organic,45-54,1,0,1,0.4859,Developing,0.3134,Transactional,Growth Potential
2103,23,Male,Hat,Accessories,25,Idaho,M,Brown,Spring,4.5,0,Store Pickup,0,0,23,Cash,Monthly,12,0,High,Growing,Low,0.2784,Silver,Low_Value_Organic,18-24,0,0,0,0.4659,Developing,0.4456,Developing,Growth Potential
2104,30,Male,Pants,Clothing,86,Indiana,S,Red,Summer,3.7,0,Store Pickup,0,0,21,Venmo,Weekly,52,0,Medium,Growing,High,0.7283,Platinum,High_Value_Organic,25-34,0,1,1,0.7633,Loyal,0.5243,Loyal,Champion
2105,53,Male,Shoes,Footwear,88,New Mexico,M,Gold,Spring,2.8,0,Free Shipping,0,0,47,Venmo,Weekly,52,0,Low,Veteran,High,0.9455,Platinum,High_Value_Organic,45-54,0,1,2,0.9755,Loyal,0.4045,Developing,Champion
2106,65,Male,Gloves,Accessories,35,South Carolina,M,Silver,Spring,4.5,0,Free Shipping,0,0,38,Venmo,Fortnightly,26,0,High,Established,Low,0.5356,Gold,High_Value_Organic,65+,0,1,0,0.6981,Loyal,0.4769,Developing,Champion
2107,60,Male,Jewelry,Accessories,34,Vermont,M,Gray,Fall,4.4,0,Standard,0,0,40,Credit Card,Quarterly,4,0,High,Veteran,Low,0.3769,Silver,Low_Value_Organic,55-64,0,0,0,0.5419,Loyal,0.4598,Developing,Loyal Customer
2108,46,Male,Pants,Clothing,75,Delaware,M,Black,Winter,3.3,0,Standard,0,0,35,PayPal,Quarterly,4,0,Medium,Established,High,0.4386,Silver,Low_Value_Organic,45-54,0,0,1,0.5011,Developing,0.4339,Developing,Low Engagement
2109,54,Male,Hoodie,Clothing,46,North Dakota,XL,Beige,Winter,4.2,0,Express,0,0,4,Credit Card,Quarterly,4,0,High,New,Medium,0.113,Bronze,Low_Value_Organic,45-54,1,0,0,0.248,Transactional,0.4693,Developing,Growth Potential
2110,59,Male,Jewelry,Accessories,31,California,L,Peach,Fall,2.7,0,Free Shipping,0,0,28,Venmo,Quarterly,4,0,Low,Established,Low,0.2714,Silver,Low_Value_Organic,55-64,0,0,2,0.4439,Developing,0.2124,Transactional,Low Engagement
2111,52,Male,Socks,Clothing,93,Montana,L,Cyan,Spring,3.9,0,Store Pickup,0,0,36,Debit Card,Quarterly,4,0,Medium,Established,High,0.4917,Gold,High_Value_Organic,45-54,0,1,1,0.5092,Developing,0.5741,Loyal,Low Engagement
2112,41,Male,Sunglasses,Accessories,85,Missouri,XL,Pink,Spring,2.6,0,Free Shipping,0,0,15,Bank Transfer,Annually,1,0,Low,Growing,High,0.2768,Silver,Low_Value_Organic,35-44,0,0,2,0.3143,Transactional,0.3671,Transactional,Low Engagement
2113,43,Male,Belt,Accessories,68,Tennessee,M,Lavender,Fall,4.5,0,2-Day Shipping,0,0,7,Cash,Fortnightly,26,0,High,New,Medium,0.3651,Silver,Low_Value_Organic,35-44,1,0,0,0.4451,Developing,0.58,Loyal,Growth Potential
2114,63,Male,Dress,Clothing,40,Virginia,M,Brown,Spring,2.7,0,Store Pickup,0,0,29,PayPal,Quarterly,4,0,Low,Established,Low,0.3021,Silver,Low_Value_Organic,55-64,0,0,2,0.4521,Developing,0.2405,Transactional,Low Engagement
2115,37,Male,Shirt,Clothing,51,Vermont,M,Magenta,Winter,2.9,0,Standard,0,0,12,Debit Card,Annually,1,0,Low,Growing,Medium,0.1673,Bronze,Low_Value_Organic,35-44,0,0,2,0.2898,Transactional,0.3029,Transactional,Low Engagement
2116,44,Male,Scarf,Accessories,85,Rhode Island,M,Violet,Winter,3.4,0,Store Pickup,0,0,16,Bank Transfer,Fortnightly,26,0,Medium,Growing,High,0.481,Gold,High_Value_Organic,35-44,0,1,1,0.5185,Developing,0.4791,Developing,Growth Potential
2117,67,Male,Jacket,Outerwear,23,Kansas,M,Teal,Summer,2.9,0,Express,0,0,50,Debit Card,Fortnightly,26,0,Low,Veteran,Low,0.6036,Gold,High_Value_Organic,65+,1,1,2,0.7961,Loyal,0.2154,Transactional,Champion
2118,27,Male,Dress,Clothing,28,Colorado,L,Brown,Summer,3.8,0,Free Shipping,0,0,11,Debit Card,Annually,1,0,Medium,Growing,Low,0.1016,Bronze,Low_Value_Organic,25-34,0,0,1,0.2816,Transactional,0.357,Transactional,Low Engagement
2119,60,Male,Socks,Clothing,44,Georgia,M,Olive,Fall,4.2,0,2-Day Shipping,0,0,28,Debit Card,Quarterly,4,0,High,Established,Low,0.3039,Silver,Low_Value_Organic,55-64,1,0,0,0.4439,Developing,0.463,Developing,Low Engagement
2120,58,Male,Jewelry,Accessories,57,Nebraska,M,Indigo,Spring,3.5,0,Store Pickup,0,0,36,Venmo,Fortnightly,26,0,Medium,Established,Medium,0.5743,Gold,High_Value_Organic,55-64,0,1,1,0.6818,Loyal,0.4056,Developing,Champion
2121,53,Male,Scarf,Accessories,98,Missouri,S,Red,Fall,3.1,0,Next Day Air,0,0,38,PayPal,Quarterly,4,0,Medium,Established,High,0.5206,Gold,High_Value_Organic,45-54,1,1,1,0.5256,Loyal,0.4778,Developing,Champion
2122,43,Male,Backpack,Accessories,68,Alaska,M,Olive,Winter,3.5,0,2-Day Shipping,0,0,32,Bank Transfer,Monthly,12,0,Medium,Established,Medium,0.4593,Gold,High_Value_Organic,35-44,1,1,1,0.5393,Loyal,0.44,Developing,Champion
