Customer_ID,Age,Gender,Item_Purchased,Category,Purchase_Amount,Location,Size,Color,Season,Review_Rating,Subscription_Status,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Payment_Method,Frequency_of_Purchases,Frequency_Score,Promo_Dependent,Satisfaction_Flag,Tenure_Band,Spend_Tier,Customer_Value_Score,Value_Tier,Promo_Value_Segment,Age_Group,Premium_Shipping_Flag,High_Value_Flag,Retention_Risk_Score,Loyalty_Score_A,Loyalty_Label_A,Loyalty_Score_B,Loyalty_Label_B
1651,60,Male,Scarf,Accessories,36,Arkansas,M,Silver,Winter,3.4,0,Next Day Air,1,1,46,Credit Card,Fortnightly,26,1,Medium,Veteran,Low,0.6034,Gold,High_Value_Promo_Dependent,55-64,1,1,2,0.5634,Loyal,0.176,Transactional
1652,59,Male,Coat,Outerwear,80,Texas,M,Blue,Winter,3.9,0,Standard,1,1,42,Debit Card,Monthly,12,1,Medium,Veteran,High,0.571,Gold,High_Value_Promo_Dependent,55-64,0,1,2,0.421,Developing,0.3835,Transactional
1653,65,Male,Sweater,Clothing,35,New Mexico,M,Orange,Summer,4.0,0,Next Day Air,1,1,1,Bank Transfer,Fortnightly,26,1,High,New,Low,0.2336,Bronze,Low_Value_Promo_Dependent,65+,1,0,1,0.1961,Transactional,0.2569,Transactional
1654,31,Male,Belt,Accessories,93,Colorado,L,Silver,Winter,3.0,0,2-Day Shipping,1,1,29,Debit Card,Fortnightly,26,1,Medium,Established,High,0.6071,Gold,High_Value_Promo_Dependent,25-34,1,1,2,0.4246,Developing,0.2981,Transactional
1655,43,Male,Belt,Accessories,25,Indiana,L,Gray,Spring,2.6,0,Store Pickup,1,1,14,Credit Card,Quarterly,4,1,Low,Growing,Low,0.1422,Bronze,Low_Value_Promo_Dependent,35-44,0,0,3,0.1297,Transactional,0.0296,Transactional
1656,37,Male,Sweater,Clothing,81,Arizona,L,Gold,Spring,3.2,0,Next Day Air,1,1,4,PayPal,Monthly,12,1,Medium,New,High,0.2633,Silver,Low_Value_Promo_Dependent,35-44,1,0,2,0.1108,Transactional,0.2886,Transactional
1657,21,Male,Blouse,Clothing,42,Indiana,L,Brown,Spring,2.6,0,2-Day Shipping,1,1,41,PayPal,Quarterly,4,1,Low,Veteran,Low,0.4051,Silver,Low_Value_Promo_Dependent,18-24,1,0,3,0.3501,Developing,0.0828,Transactional
1658,69,Male,Skirt,Clothing,36,Indiana,L,Turquoise,Spring,3.2,0,Store Pickup,1,1,4,Debit Card,Fortnightly,26,1,Medium,New,Low,0.2606,Silver,Low_Value_Promo_Dependent,65+,0,0,2,0.2206,Transactional,0.148,Transactional
1659,32,Male,Jewelry,Accessories,66,Alaska,S,Pink,Spring,4.1,0,Store Pickup,1,1,47,Cash,Weekly,52,1,High,Veteran,Medium,0.8905,Platinum,High_Value_Promo_Dependent,25-34,0,1,1,0.7755,Loyal,0.3677,Transactional
1660,53,Male,Gloves,Accessories,37,Utah,M,Black,Fall,3.9,0,Next Day Air,1,1,44,Venmo,Annually,1,1,Medium,Veteran,Low,0.3935,Silver,Low_Value_Promo_Dependent,45-54,1,0,2,0.351,Developing,0.2491,Transactional
1661,59,Male,T-shirt,Clothing,45,Louisiana,L,Yellow,Winter,4.1,0,Standard,1,1,37,Venmo,Monthly,12,1,High,Established,Medium,0.4427,Silver,Low_Value_Promo_Dependent,55-64,0,0,1,0.3802,Developing,0.3021,Transactional
1662,64,Male,Gloves,Accessories,86,Iowa,S,Beige,Summer,2.7,0,2-Day Shipping,1,1,21,Debit Card,Quarterly,4,1,Low,Growing,High,0.3518,Silver,Low_Value_Promo_Dependent,55-64,1,0,3,0.1868,Transactional,0.2342,Transactional
1663,63,Male,Sunglasses,Accessories,24,New Mexico,M,Olive,Winter,4.6,0,Free Shipping,1,1,46,Debit Card,Fortnightly,26,1,High,Veteran,Low,0.5734,Gold,High_Value_Promo_Dependent,55-64,0,1,1,0.5634,Loyal,0.3065,Transactional
1664,43,Male,Shirt,Clothing,22,Maine,XL,Gold,Summer,3.5,0,Standard,1,1,1,Cash,Fortnightly,26,1,Medium,New,Low,0.2011,Bronze,Low_Value_Promo_Dependent,35-44,0,0,2,0.1961,Transactional,0.1463,Transactional
1665,19,Male,Handbag,Accessories,53,Minnesota,M,Purple,Spring,5.0,0,Next Day Air,1,1,35,PayPal,Weekly,52,1,High,Established,Medium,0.7601,Platinum,High_Value_Promo_Dependent,18-24,1,1,1,0.6776,Loyal,0.4531,Developing
1666,40,Male,Jacket,Outerwear,41,New Mexico,L,Pink,Fall,3.4,0,Next Day Air,1,1,49,Venmo,Monthly,12,1,Medium,Veteran,Low,0.5306,Gold,High_Value_Promo_Dependent,35-44,1,1,2,0.4781,Developing,0.1916,Transactional
1667,51,Male,Skirt,Clothing,64,Arkansas,M,Blue,Summer,3.1,0,Store Pickup,1,1,47,PayPal,Annually,1,1,Medium,Veteran,Medium,0.4855,Gold,High_Value_Promo_Dependent,45-54,0,1,2,0.3755,Developing,0.2215,Transactional
1668,51,Male,Handbag,Accessories,40,Oklahoma,L,Brown,Winter,3.4,0,2-Day Shipping,1,1,24,Bank Transfer,Quarterly,4,1,Medium,Growing,Low,0.2613,Silver,Low_Value_Promo_Dependent,45-54,1,0,2,0.2113,Transactional,0.1885,Transactional
1669,66,Male,Blouse,Clothing,33,Utah,L,Charcoal,Summer,4.0,0,Standard,1,1,28,Debit Card,Fortnightly,26,1,High,Established,Low,0.449,Silver,Low_Value_Promo_Dependent,65+,0,0,1,0.4165,Developing,0.2506,Transactional
1670,42,Male,T-shirt,Clothing,59,Wisconsin,L,Maroon,Winter,2.7,0,Store Pickup,1,1,22,Bank Transfer,Quarterly,4,1,Low,Growing,Medium,0.2925,Silver,Low_Value_Promo_Dependent,35-44,0,0,3,0.195,Transactional,0.1499,Transactional
1671,22,Male,Pants,Clothing,73,Utah,L,Cyan,Fall,3.6,0,Free Shipping,1,1,20,Cash,Weekly,52,1,Medium,Growing,High,0.6876,Platinum,High_Value_Promo_Dependent,18-24,0,1,2,0.5551,Loyal,0.3196,Transactional
1672,31,Male,Hoodie,Clothing,22,Utah,M,Olive,Winter,4.0,0,Free Shipping,1,1,25,Bank Transfer,Weekly,52,1,High,Established,Low,0.6009,Gold,High_Value_Promo_Dependent,25-34,0,1,1,0.5959,Loyal,0.2163,Transactional
1673,18,Male,Boots,Footwear,73,South Carolina,L,Gold,Fall,3.8,0,Free Shipping,1,1,15,Venmo,Quarterly,4,1,Medium,Growing,High,0.2703,Silver,Low_Value_Promo_Dependent,18-24,0,0,2,0.1378,Transactional,0.3476,Transactional
1674,21,Male,Blouse,Clothing,62,Hawaii,M,Violet,Fall,3.4,0,Next Day Air,1,1,49,Venmo,Fortnightly,26,1,Medium,Veteran,Medium,0.6929,Platinum,High_Value_Promo_Dependent,18-24,1,1,2,0.5879,Loyal,0.2573,Transactional
1675,35,Male,Coat,Outerwear,56,Alaska,M,Peach,Winter,3.2,0,Free Shipping,1,1,10,Debit Card,Fortnightly,26,1,Medium,Growing,Medium,0.3595,Silver,Low_Value_Promo_Dependent,35-44,0,0,2,0.2695,Transactional,0.2105,Transactional
1676,35,Male,Pants,Clothing,90,Colorado,M,Beige,Spring,4.7,0,Next Day Air,1,1,21,Credit Card,Annually,1,1,High,Growing,High,0.3383,Silver,Low_Value_Promo_Dependent,35-44,1,0,1,0.1633,Transactional,0.5268,Loyal
1677,27,Male,Sunglasses,Accessories,44,West Virginia,M,Cyan,Winter,3.1,0,Next Day Air,1,1,34,Bank Transfer,Weekly,52,1,Medium,Established,Low,0.7294,Platinum,High_Value_Promo_Dependent,25-34,1,1,2,0.6694,Loyal,0.159,Transactional
1678,65,Male,Jeans,Clothing,35,Oregon,L,Silver,Summer,3.3,0,Next Day Air,0,0,41,Debit Card,Weekly,52,0,Medium,Veteran,Low,0.764,Platinum,High_Value_Organic,65+,1,1,1,0.9265,Loyal,0.3089,Transactional
1679,41,Male,Pants,Clothing,71,Ohio,S,Magenta,Summer,4.8,0,2-Day Shipping,0,0,30,Venmo,Fortnightly,26,0,High,Established,Medium,0.5603,Gold,High_Value_Organic,35-44,1,1,0,0.6328,Loyal,0.6314,Loyal
1680,60,Male,Dress,Clothing,52,Massachusetts,S,Black,Fall,4.5,0,Next Day Air,0,0,24,Debit Card,Fortnightly,26,0,High,Growing,Medium,0.4638,Gold,High_Value_Organic,55-64,1,1,0,0.5838,Loyal,0.53,Loyal
1681,61,Male,Shoes,Footwear,37,Louisiana,M,Olive,Summer,3.4,0,Store Pickup,0,0,6,Credit Card,Annually,1,0,Medium,New,Low,0.0833,Bronze,Low_Value_Organic,55-64,0,0,1,0.2408,Transactional,0.3291,Transactional
1682,24,Male,Sneakers,Footwear,95,Virginia,L,Green,Winter,3.7,0,2-Day Shipping,0,0,14,Credit Card,Fortnightly,26,0,Medium,Growing,High,0.4897,Gold,High_Value_Organic,18-24,1,1,1,0.5022,Developing,0.5524,Loyal
1683,65,Male,Socks,Clothing,97,New York,M,Yellow,Fall,4.9,0,2-Day Shipping,0,0,37,Credit Card,Fortnightly,26,0,High,Established,High,0.6825,Platinum,High_Value_Organic,65+,1,1,0,0.69,Loyal,0.7266,Loyal
1684,23,Male,Coat,Outerwear,57,Arkansas,S,Lavender,Spring,3.5,0,Next Day Air,0,0,37,Venmo,Quarterly,4,0,Medium,Established,Medium,0.4099,Silver,Low_Value_Organic,18-24,1,0,1,0.5174,Developing,0.4056,Developing
1685,30,Male,Shirt,Clothing,93,New Mexico,M,Indigo,Spring,4.6,0,Standard,0,0,28,PayPal,Weekly,52,0,High,Established,High,0.8029,Platinum,High_Value_Organic,25-34,0,1,0,0.8204,Loyal,0.6721,Loyal
1686,33,Male,Blouse,Clothing,48,Minnesota,M,Pink,Winter,4.6,0,Standard,0,0,43,PayPal,Fortnightly,26,0,High,Veteran,Medium,0.6089,Gold,High_Value_Organic,25-34,0,1,0,0.7389,Loyal,0.5315,Loyal
1687,22,Male,Gloves,Accessories,75,Illinois,L,Red,Fall,4.2,0,Store Pickup,0,0,25,Cash,Annually,1,0,High,Established,High,0.3334,Silver,Low_Value_Organic,18-24,0,0,0,0.3959,Developing,0.5599,Loyal
1688,67,Male,Skirt,Clothing,70,Georgia,S,Magenta,Winter,3.7,0,Free Shipping,0,0,4,PayPal,Annually,1,0,Medium,New,Medium,0.1495,Bronze,Low_Value_Organic,65+,0,0,1,0.2245,Transactional,0.4743,Developing
1689,28,Male,Handbag,Accessories,26,Mississippi,S,Peach,Winter,3.0,0,Next Day Air,0,0,13,Venmo,Fortnightly,26,0,Medium,Growing,Low,0.309,Silver,Low_Value_Organic,25-34,1,0,1,0.494,Developing,0.2388,Transactional
1690,32,Male,Shirt,Clothing,73,North Carolina,L,Turquoise,Winter,4.6,0,Store Pickup,0,0,32,Bank Transfer,Monthly,12,0,High,Established,High,0.4718,Gold,High_Value_Organic,25-34,0,1,0,0.5393,Loyal,0.6096,Loyal
1691,40,Male,Coat,Outerwear,30,Nevada,M,Black,Summer,3.2,0,Free Shipping,0,0,1,Cash,Annually,1,0,Medium,New,Low,0.025,Bronze,Low_Value_Organic,35-44,0,0,1,0.2,Transactional,0.2793,Transactional
1692,64,Male,Shoes,Footwear,61,Connecticut,L,Blue,Summer,3.5,0,Next Day Air,0,0,4,Cash,Annually,1,0,Medium,New,Medium,0.127,Bronze,Low_Value_Organic,55-64,1,0,1,0.2245,Transactional,0.4181,Developing
1693,56,Male,Handbag,Accessories,75,Utah,M,Beige,Winter,2.6,0,Standard,0,0,33,Cash,Fortnightly,26,0,Low,Established,High,0.5948,Gold,High_Value_Organic,55-64,0,1,2,0.6573,Loyal,0.3359,Transactional
1694,63,Male,Jacket,Outerwear,88,Tennessee,XL,Olive,Fall,4.9,0,Standard,0,0,45,Bank Transfer,Fortnightly,26,0,High,Veteran,High,0.7253,Platinum,High_Value_Organic,55-64,0,1,0,0.7553,Loyal,0.6985,Loyal
1695,20,Male,Shirt,Clothing,67,Mississippi,M,Turquoise,Summer,2.7,0,Express,0,0,20,Debit Card,Fortnightly,26,0,Low,Growing,Medium,0.4687,Gold,High_Value_Organic,18-24,1,1,2,0.5512,Loyal,0.3249,Transactional
1696,54,Male,Hat,Accessories,95,Nebraska,S,Yellow,Fall,4.7,0,2-Day Shipping,0,0,1,PayPal,Fortnightly,26,0,High,New,High,0.3836,Silver,Low_Value_Organic,45-54,1,0,0,0.3961,Developing,0.6924,Loyal
1697,31,Male,Sunglasses,Accessories,69,West Virginia,S,Turquoise,Spring,4.0,0,Free Shipping,0,0,7,Credit Card,Fortnightly,26,0,High,New,Medium,0.3676,Silver,Low_Value_Organic,25-34,0,0,0,0.4451,Developing,0.5131,Developing
1698,36,Male,Shirt,Clothing,87,South Carolina,L,Lavender,Fall,3.5,0,Next Day Air,0,0,48,Credit Card,Quarterly,4,0,Medium,Veteran,High,0.5747,Gold,High_Value_Organic,35-44,1,1,1,0.6072,Loyal,0.4994,Developing
1699,25,Male,Belt,Accessories,41,Iowa,XL,Turquoise,Winter,4.8,0,Standard,0,0,46,Bank Transfer,Quarterly,4,0,High,Veteran,Low,0.4434,Silver,Low_Value_Organic,25-34,0,0,0,0.5909,Loyal,0.5376,Loyal
1700,20,Male,Sweater,Clothing,67,North Dakota,L,Teal,Spring,4.0,0,Free Shipping,0,0,34,Debit Card,Annually,1,0,High,Established,Medium,0.3869,Silver,Low_Value_Organic,18-24,0,0,0,0.4694,Developing,0.5069,Developing
1701,62,Male,Hoodie,Clothing,70,West Virginia,L,Black,Fall,4.1,0,Express,0,0,36,Bank Transfer,Monthly,12,0,High,Established,Medium,0.497,Gold,High_Value_Organic,55-64,1,1,0,0.572,Loyal,0.5302,Loyal
1702,69,Male,Handbag,Accessories,41,Mississippi,XL,Blue,Winter,3.8,0,Next Day Air,0,0,44,Debit Card,Quarterly,4,0,Medium,Veteran,Low,0.427,Silver,Low_Value_Organic,65+,1,0,1,0.5745,Loyal,0.3976,Developing
1703,54,Male,Jeans,Clothing,83,Alabama,XL,Yellow,Summer,5.0,0,Express,0,0,48,Bank Transfer,Weekly,52,0,High,Veteran,High,0.9412,Platinum,High_Value_Organic,45-54,1,1,0,0.9837,Loyal,0.6969,Loyal
1704,39,Male,Backpack,Accessories,22,California,M,Black,Spring,4.0,0,Next Day Air,0,0,12,Bank Transfer,Annually,1,0,High,Growing,Low,0.0948,Bronze,Low_Value_Organic,35-44,1,0,0,0.2898,Transactional,0.3662,Transactional
1705,56,Male,Sneakers,Footwear,20,Idaho,M,Lavender,Summer,3.9,0,Store Pickup,0,0,19,Cash,Quarterly,4,0,Medium,Growing,Low,0.1705,Bronze,Low_Value_Organic,55-64,0,0,1,0.3705,Developing,0.346,Transactional
1706,39,Male,Jewelry,Accessories,29,South Dakota,L,Cyan,Summer,3.4,0,2-Day Shipping,0,0,49,Venmo,Fortnightly,26,0,Medium,Veteran,Low,0.6104,Gold,High_Value_Organic,35-44,1,1,1,0.7879,Loyal,0.3041,Transactional
1707,37,Male,Sunglasses,Accessories,87,North Dakota,M,Brown,Spring,3.0,0,Standard,0,0,25,Venmo,Fortnightly,26,0,Medium,Established,High,0.5595,Gold,High_Value_Organic,35-44,0,1,1,0.592,Loyal,0.4294,Developing
1708,25,Male,Shorts,Clothing,81,Nevada,L,Maroon,Fall,4.9,0,2-Day Shipping,0,0,25,Cash,Fortnightly,26,0,High,Established,High,0.5445,Gold,High_Value_Organic,25-34,1,1,0,0.592,Loyal,0.6766,Loyal
1709,35,Male,Boots,Footwear,58,Florida,L,Cyan,Spring,3.2,0,Express,0,0,1,Credit Card,Quarterly,4,0,Medium,New,Medium,0.1185,Bronze,Low_Value_Organic,35-44,1,0,1,0.2235,Transactional,0.3668,Transactional
1710,45,Male,Skirt,Clothing,83,Indiana,M,Pink,Winter,3.8,0,Standard,0,0,19,Bank Transfer,Annually,1,0,Medium,Growing,High,0.3044,Silver,Low_Value_Organic,45-54,0,0,1,0.3469,Developing,0.5289,Loyal
1711,19,Male,Pants,Clothing,59,Arkansas,XL,Orange,Fall,3.8,0,Store Pickup,0,0,7,Credit Card,Quarterly,4,0,Medium,New,Medium,0.17,Bronze,Low_Value_Organic,18-24,0,0,1,0.2725,Transactional,0.4539,Developing
1712,21,Male,T-shirt,Clothing,93,North Carolina,M,Lavender,Spring,4.7,0,Express,0,0,19,Credit Card,Monthly,12,0,High,Growing,High,0.4157,Silver,Low_Value_Organic,18-24,1,0,0,0.4332,Developing,0.6861,Loyal
1713,65,Male,T-shirt,Clothing,87,Illinois,S,Beige,Fall,3.8,0,2-Day Shipping,0,0,9,Cash,Fortnightly,26,0,Medium,New,High,0.4289,Silver,Low_Value_Organic,65+,1,0,1,0.4614,Developing,0.5414,Loyal
1714,49,Male,Jacket,Outerwear,22,Missouri,M,Pink,Winter,4.6,0,Free Shipping,0,0,37,PayPal,Quarterly,4,0,High,Established,Low,0.3224,Silver,Low_Value_Organic,45-54,0,0,0,0.5174,Developing,0.4502,Developing
1715,30,Male,Jeans,Clothing,71,South Dakota,S,Charcoal,Summer,4.4,0,Standard,0,0,15,Cash,Monthly,12,0,High,Growing,Medium,0.3281,Silver,Low_Value_Organic,25-34,0,0,0,0.4006,Developing,0.5754,Loyal
1716,23,Male,Dress,Clothing,69,Idaho,XL,Gray,Spring,3.4,0,2-Day Shipping,0,0,30,PayPal,Fortnightly,26,0,Medium,Established,Medium,0.5553,Gold,High_Value_Organic,18-24,1,1,1,0.6328,Loyal,0.4291,Developing
1717,69,Male,Blouse,Clothing,47,Connecticut,M,Cyan,Winter,4.7,0,Standard,0,0,30,Cash,Quarterly,4,0,High,Established,Medium,0.3278,Silver,Low_Value_Organic,65+,0,0,0,0.4603,Developing,0.5424,Loyal
1718,29,Male,Hoodie,Clothing,50,Hawaii,L,Orange,Summer,2.9,0,Express,0,0,16,Debit Card,Fortnightly,26,0,Low,Growing,Medium,0.3935,Silver,Low_Value_Organic,25-34,1,0,2,0.5185,Developing,0.2997,Transactional
1719,54,Male,T-shirt,Clothing,96,Maryland,L,Pink,Winter,3.4,0,2-Day Shipping,0,0,14,PayPal,Quarterly,4,0,Medium,Growing,High,0.3197,Silver,Low_Value_Organic,45-54,1,0,1,0.3297,Transactional,0.5135,Developing
1720,45,Male,Sweater,Clothing,39,Maryland,M,White,Winter,3.2,0,Free Shipping,0,0,8,Venmo,Quarterly,4,0,Medium,New,Low,0.1282,Bronze,Low_Value_Organic,45-54,0,0,1,0.2807,Transactional,0.3074,Transactional
1721,25,Male,Shorts,Clothing,84,Massachusetts,S,Beige,Winter,2.8,0,Express,0,0,40,Debit Card,Fortnightly,26,0,Low,Veteran,High,0.6744,Platinum,High_Value_Organic,25-34,1,1,2,0.7144,Loyal,0.392,Developing
1722,34,Male,Jewelry,Accessories,28,Delaware,S,Magenta,Spring,4.3,0,Free Shipping,0,0,24,Credit Card,Monthly,12,0,High,Growing,Low,0.294,Silver,Low_Value_Organic,25-34,0,0,0,0.474,Developing,0.427,Developing
1723,46,Male,T-shirt,Clothing,51,Massachusetts,L,Violet,Summer,3.3,0,Standard,0,0,14,Cash,Fortnightly,26,0,Medium,Growing,Medium,0.3797,Silver,Low_Value_Organic,45-54,0,0,1,0.5022,Developing,0.3589,Transactional
1724,70,Male,Scarf,Accessories,20,New York,XL,Gold,Spring,3.3,0,Standard,0,0,39,PayPal,Annually,1,0,Medium,Established,Low,0.3102,Silver,Low_Value_Organic,65+,0,0,1,0.5102,Developing,0.262,Transactional
1725,42,Male,Shoes,Footwear,72,Delaware,S,Teal,Winter,3.3,0,Free Shipping,0,0,21,PayPal,Weekly,52,0,Medium,Growing,Medium,0.6933,Platinum,High_Value_Organic,35-44,0,1,1,0.7633,Loyal,0.4245,Developing
1726,45,Male,Sunglasses,Accessories,33,Massachusetts,M,Indigo,Spring,3.0,0,Next Day Air,0,0,32,Venmo,Quarterly,4,0,Medium,Established,Low,0.3091,Silver,Low_Value_Organic,45-54,1,0,1,0.4766,Developing,0.2606,Transactional
1727,57,Male,Coat,Outerwear,28,Indiana,S,Olive,Summer,2.8,0,Express,0,0,45,Debit Card,Weekly,52,0,Low,Veteran,Low,0.7792,Platinum,High_Value_Organic,55-64,1,1,2,0.9592,Loyal,0.217,Transactional
1728,49,Male,Blouse,Clothing,53,Virginia,S,Violet,Spring,4.0,0,Express,0,0,19,PayPal,Monthly,12,0,High,Growing,Medium,0.3157,Silver,Low_Value_Organic,45-54,1,0,0,0.4332,Developing,0.4631,Developing
1729,23,Male,Jeans,Clothing,48,Wyoming,L,Black,Fall,4.3,0,Express,0,0,1,Debit Card,Quarterly,4,0,High,New,Medium,0.0935,Bronze,Low_Value_Organic,18-24,1,0,0,0.2235,Transactional,0.4895,Developing
1730,47,Male,Shorts,Clothing,21,Illinois,M,Brown,Winter,3.8,0,Store Pickup,0,0,12,Venmo,Fortnightly,26,0,Medium,Growing,Low,0.2884,Silver,Low_Value_Organic,45-54,0,0,1,0.4859,Developing,0.3351,Transactional
1731,23,Male,Shirt,Clothing,22,Alabama,S,Silver,Fall,4.2,0,Free Shipping,0,0,26,Credit Card,Weekly,52,0,High,Established,Low,0.6091,Gold,High_Value_Organic,18-24,0,1,0,0.8041,Loyal,0.3943,Developing
1732,21,Male,Backpack,Accessories,87,Idaho,M,Gray,Fall,3.1,0,Next Day Air,0,0,12,Cash,Monthly,12,0,Medium,Growing,High,0.3436,Silver,Low_Value_Organic,18-24,1,0,1,0.3761,Developing,0.4434,Developing
1733,45,Male,Belt,Accessories,50,Rhode Island,S,Charcoal,Winter,2.6,0,Free Shipping,0,0,36,Cash,Quarterly,4,0,Low,Established,Medium,0.3842,Silver,Low_Value_Organic,45-54,0,0,2,0.5092,Developing,0.2578,Transactional
1734,67,Male,Blouse,Clothing,85,New York,L,Black,Summer,3.4,0,Express,0,0,22,Credit Card,Annually,1,0,Medium,Growing,High,0.3339,Silver,Low_Value_Organic,65+,1,0,1,0.3714,Developing,0.4791,Developing
1735,31,Male,Jeans,Clothing,98,Missouri,L,Brown,Spring,3.1,0,Next Day Air,0,0,16,PayPal,Quarterly,4,0,Medium,Growing,High,0.341,Silver,Low_Value_Organic,25-34,1,0,1,0.346,Developing,0.4778,Developing
1736,58,Male,Dress,Clothing,34,Texas,M,Purple,Winter,3.6,0,Express,0,0,31,Venmo,Annually,1,0,Medium,Established,Low,0.2799,Silver,Low_Value_Organic,55-64,1,0,1,0.4449,Developing,0.3478,Transactional
1737,57,Male,Shorts,Clothing,61,Tennessee,M,Purple,Summer,2.6,0,2-Day Shipping,0,0,43,Cash,Quarterly,4,0,Low,Veteran,Medium,0.4689,Gold,High_Value_Organic,55-64,1,1,2,0.5664,Loyal,0.2921,Transactional
1738,42,Male,Jewelry,Accessories,98,Ohio,L,Gray,Summer,4.2,0,Store Pickup,0,0,50,Venmo,Fortnightly,26,0,High,Veteran,High,0.7911,Platinum,High_Value_Organic,35-44,0,1,0,0.7961,Loyal,0.6318,Loyal
1739,60,Male,Handbag,Accessories,61,Tennessee,M,Green,Spring,2.9,0,2-Day Shipping,0,0,37,Credit Card,Weekly,52,0,Low,Established,Medium,0.7964,Platinum,High_Value_Organic,55-64,1,1,2,0.8939,Loyal,0.3341,Transactional
1740,21,Male,Jewelry,Accessories,98,Minnesota,L,Silver,Winter,4.2,0,Express,0,0,23,Cash,Weekly,52,0,High,Growing,High,0.7746,Platinum,High_Value_Organic,18-24,1,1,0,0.7796,Loyal,0.6318,Loyal
1741,69,Male,Pants,Clothing,21,Wisconsin,L,Charcoal,Fall,3.3,0,Next Day Air,0,0,10,Bank Transfer,Quarterly,4,0,Medium,Growing,Low,0.0995,Bronze,Low_Value_Organic,65+,1,0,1,0.297,Transactional,0.2651,Transactional
1742,41,Male,Pants,Clothing,51,Delaware,XL,Teal,Winter,3.6,0,Next Day Air,0,0,20,Bank Transfer,Monthly,12,0,Medium,Growing,Medium,0.3189,Silver,Low_Value_Organic,35-44,1,0,1,0.4414,Developing,0.4009,Developing
1743,51,Male,Sandals,Footwear,80,Kansas,XL,White,Spring,4.3,0,Express,0,0,18,Venmo,Quarterly,4,0,High,Growing,High,0.3123,Silver,Low_Value_Organic,45-54,1,0,0,0.3623,Developing,0.5895,Loyal
1744,23,Male,Skirt,Clothing,72,Missouri,XL,Brown,Winter,3.3,0,Standard,0,0,3,Bank Transfer,Weekly,52,0,Medium,New,Medium,0.5463,Gold,High_Value_Organic,18-24,0,1,1,0.6163,Loyal,0.4245,Developing
1745,57,Male,Sunglasses,Accessories,63,Michigan,L,Teal,Winter,3.0,0,Standard,0,0,23,PayPal,Weekly,52,0,Medium,Growing,Medium,0.6871,Platinum,High_Value_Organic,55-64,0,1,1,0.7796,Loyal,0.3544,Transactional
1746,40,Male,Skirt,Clothing,27,West Virginia,L,Red,Winter,3.6,0,Store Pickup,0,0,27,Cash,Weekly,52,0,Medium,Established,Low,0.6297,Gold,High_Value_Organic,35-44,0,1,1,0.8122,Loyal,0.3259,Transactional
1747,65,Male,Handbag,Accessories,44,Alabama,L,Brown,Summer,3.1,0,Store Pickup,0,0,44,Bank Transfer,Fortnightly,26,0,Medium,Veteran,Low,0.6071,Gold,High_Value_Organic,65+,0,1,1,0.7471,Loyal,0.309,Transactional
1748,61,Male,Coat,Outerwear,23,New Hampshire,M,Yellow,Winter,2.9,0,Express,0,0,41,Venmo,Quarterly,4,0,Low,Veteran,Low,0.3576,Silver,Low_Value_Organic,55-64,1,0,2,0.5501,Loyal,0.2154,Transactional
1749,34,Male,Skirt,Clothing,93,Montana,L,Teal,Winter,3.9,0,2-Day Shipping,0,0,41,Bank Transfer,Annually,1,0,Medium,Veteran,High,0.509,Gold,High_Value_Organic,25-34,1,1,1,0.5265,Loyal,0.5741,Loyal
1750,43,Male,Hoodie,Clothing,70,Wyoming,L,Pink,Fall,3.2,0,2-Day Shipping,0,0,36,Debit Card,Quarterly,4,0,Medium,Established,Medium,0.4342,Silver,Low_Value_Organic,35-44,1,0,1,0.5092,Developing,0.4043,Developing
1751,31,Male,Sunglasses,Accessories,85,Missouri,M,White,Fall,3.1,0,Express,0,0,38,Venmo,Quarterly,4,0,Medium,Established,High,0.4881,Gold,High_Value_Organic,25-34,1,1,1,0.5256,Loyal,0.4371,Developing
1752,57,Male,Sweater,Clothing,40,Ohio,M,Silver,Winter,3.2,0,2-Day Shipping,0,0,34,Cash,Annually,1,0,Medium,Established,Low,0.3194,Silver,Low_Value_Organic,55-64,1,0,1,0.4694,Developing,0.3105,Transactional
1753,34,Male,Boots,Footwear,29,South Dakota,L,Blue,Winter,3.3,0,Store Pickup,0,0,14,Venmo,Quarterly,4,0,Medium,Growing,Low,0.1522,Bronze,Low_Value_Organic,25-34,0,0,1,0.3297,Transactional,0.2901,Transactional
1754,25,Male,Skirt,Clothing,27,Colorado,L,Black,Fall,4.8,0,Next Day Air,0,0,23,Credit Card,Fortnightly,26,0,High,Growing,Low,0.3932,Silver,Low_Value_Organic,25-34,1,0,0,0.5757,Loyal,0.4939,Developing
1755,66,Male,Dress,Clothing,93,Massachusetts,S,Beige,Fall,3.8,0,2-Day Shipping,0,0,18,Credit Card,Fortnightly,26,0,Medium,Growing,High,0.5174,Gold,High_Value_Organic,65+,1,1,1,0.5349,Loyal,0.5601,Loyal
1756,56,Male,Belt,Accessories,20,Delaware,XL,Charcoal,Spring,4.6,0,Next Day Air,0,0,45,Cash,Monthly,12,0,High,Veteran,Low,0.4455,Silver,Low_Value_Organic,55-64,1,0,0,0.6455,Loyal,0.444,Developing
